e000000_000_0000	0		0	2000			0	POLYPHONIC					360	360	50	4000	0				true	137	ADX	24000	1	48014	true	
C_00_001	1		0	228			0	POLYPHONIC					360	360	50	4000	0				true	0	ADX	24000	1	5485	true	
C_00_002	2		0	318			0	POLYPHONIC					360	360	50	4000	0				true	1	ADX	24000	1	7655	true	
C_00_003	3		0	829			0	POLYPHONIC					360	360	50	4000	0				true	2	ADX	24000	1	19903	true	
C_00_004	4		0	824			0	POLYPHONIC					360	360	50	4000	0				true	3	ADX	24000	1	19794	true	
C_00_005	5		0	506			0	POLYPHONIC					360	360	50	4000	0				true	4	ADX	24000	1	12162	true	
C_00_006	6		0	486			0	POLYPHONIC					360	360	50	4000	0				true	5	ADX	24000	1	11687	true	
C_00_007	7		0	317			0	POLYPHONIC					360	360	50	4000	0				true	6	ADX	24000	1	7613	true	
C_00_008	8		0	272			0	POLYPHONIC					360	360	50	4000	0				true	7	ADX	24000	1	6532	true	
C_00_009	9		0	388			0	POLYPHONIC					360	360	50	4000	0				true	8	ADX	24000	1	9329	true	
C_00_010	10		0	650			0	POLYPHONIC					360	360	50	4000	0				true	9	ADX	24000	1	15621	true	
C_00_011	11		0	350			0	POLYPHONIC					360	360	50	4000	0				true	10	ADX	24000	1	8414	true	
C_00_012	12		0	428			0	POLYPHONIC					360	360	50	4000	0				true	11	ADX	24000	1	10276	true	
C_00_013	13		0	389			0	POLYPHONIC					360	360	50	4000	0				true	12	ADX	24000	1	9360	true	
C_00_014	14		0	440			0	POLYPHONIC					360	360	50	4000	0				true	13	ADX	24000	1	10574	true	
C_00_015	15		0	328			0	POLYPHONIC					360	360	50	4000	0				true	14	ADX	24000	1	7887	true	
C_00_016	16		0	358			0	POLYPHONIC					360	360	50	4000	0				true	15	ADX	24000	1	8606	true	
C_00_017	17		0	531			0	POLYPHONIC					360	360	50	4000	0				true	16	ADX	24000	1	12748	true	
C_00_018	18		0	661			0	POLYPHONIC					360	360	50	4000	0				true	17	ADX	24000	1	15868	true	
C_00_019	19		0	608			0	POLYPHONIC					360	360	50	4000	0				true	18	ADX	24000	1	14596	true	
C_00_020	20		0	1034			0	POLYPHONIC					360	360	50	4000	0				true	19	ADX	24000	1	24821	true	
C_00_021	21		0	353			0	POLYPHONIC					360	360	50	4000	0				true	20	ADX	24000	1	8481	true	
C_00_022	22		0	365			0	POLYPHONIC					360	360	50	4000	0				true	21	ADX	24000	1	8782	true	
C_00_023	23		0	951			0	POLYPHONIC					360	360	50	4000	0				true	22	ADX	24000	1	22830	true	
C_00_024	24		0	1133			0	POLYPHONIC					360	360	50	4000	0				true	23	ADX	24000	1	27199	true	
C_00_025	25		0	563			0	POLYPHONIC					360	360	50	4000	0				true	24	ADX	24000	1	13524	true	
C_00_026	26		0	1074			0	POLYPHONIC					360	360	50	4000	0				true	25	ADX	24000	1	25791	true	
C_00_027	27		0	888			0	POLYPHONIC					360	360	50	4000	0				true	26	ADX	24000	1	21320	true	
C_00_028	28		0	435			0	POLYPHONIC					360	360	50	4000	0				true	27	ADX	24000	1	10462	true	
C_00_029	29		0	523			0	POLYPHONIC					360	360	50	4000	0				true	28	ADX	24000	1	12575	true	
C_00_030	30		0	1075			0	POLYPHONIC					360	360	50	4000	0				true	29	ADX	24000	1	25808	true	
C_00_031	31		0	830			0	POLYPHONIC					360	360	50	4000	0				true	30	ADX	24000	1	19934	true	
C_00_032	32		0	654			0	POLYPHONIC					360	360	50	4000	0				true	31	ADX	24000	1	15711	true	
C_00_033	33		0	665			0	POLYPHONIC					360	360	50	4000	0				true	32	ADX	24000	1	15980	true	
C_00_034	34		0	412			0	POLYPHONIC					360	360	50	4000	0				true	33	ADX	24000	1	9905	true	
C_00_035	35		0	1163			0	POLYPHONIC					360	360	50	4000	0				true	34	ADX	24000	1	27933	true	
C_00_036	36		0	879			0	POLYPHONIC					360	360	50	4000	0				true	35	ADX	24000	1	21097	true	
C_00_037	37		0	242			0	POLYPHONIC					360	360	50	4000	0				true	36	ADX	24000	1	5815	true	
C_00_038	38		0	402			0	POLYPHONIC					360	360	50	4000	0				true	37	ADX	24000	1	9664	true	
C_00_039	39		0	459			0	POLYPHONIC					360	360	50	4000	0				true	38	ADX	24000	1	11022	true	
C_00_040	40		0	578			0	POLYPHONIC					360	360	50	4000	0				true	39	ADX	24000	1	13892	true	
C_00_041	41		0	477			0	POLYPHONIC					360	360	50	4000	0				true	40	ADX	24000	1	11459	true	
C_00_042	42		0	723			0	POLYPHONIC					360	360	50	4000	0				true	41	ADX	24000	1	17374	true	
C_00_043	43		0	818			0	POLYPHONIC					360	360	50	4000	0				true	42	ADX	24000	1	19640	true	
C_00_044	44		0	690			0	POLYPHONIC					360	360	50	4000	0				true	43	ADX	24000	1	16575	true	
C_00_045	45		0	427			0	POLYPHONIC					360	360	50	4000	0				true	44	ADX	24000	1	10271	true	
C_00_046	46		0	834			0	POLYPHONIC					360	360	50	4000	0				true	45	ADX	24000	1	20024	true	
C_00_047	47		0	793			0	POLYPHONIC					360	360	50	4000	0				true	46	ADX	24000	1	19042	true	
C_00_048	48		0	708			0	POLYPHONIC					360	360	50	4000	0				true	47	ADX	24000	1	16994	true	
C_00_049	49		0	412			0	POLYPHONIC					360	360	50	4000	0				true	48	ADX	24000	1	9895	true	
C_00_050	50		0	329			0	POLYPHONIC					360	360	50	4000	0				true	49	ADX	24000	1	7902	true	
C_00_051	51		0	1162			0	POLYPHONIC					360	360	50	4000	0				true	50	ADX	24000	1	27900	true	
C_00_052	52		0	926			0	POLYPHONIC					360	360	50	4000	0				true	51	ADX	24000	1	22238	true	
C_00_053	53		0	1873			0	POLYPHONIC					360	360	50	4000	0				true	52	ADX	24000	1	44964	true	
C_00_054	54		0	414			0	POLYPHONIC					360	360	50	4000	0				true	53	ADX	24000	1	9940	true	
C_00_055	55		0	707			0	POLYPHONIC					360	360	50	4000	0				true	54	ADX	24000	1	16983	true	
C_00_056	56		0	936			0	POLYPHONIC					360	360	50	4000	0				true	55	ADX	24000	1	22480	true	
C_00_057	57		0	709			0	POLYPHONIC					360	360	50	4000	0				true	56	ADX	24000	1	17024	true	
C_00_058	58		0	1164			0	POLYPHONIC					360	360	50	4000	0				true	57	ADX	24000	1	27954	true	
C_00_059	59		0	825			0	POLYPHONIC					360	360	50	4000	0				true	58	ADX	24000	1	19807	true	
C_00_060	60		0	1178			0	POLYPHONIC					360	360	50	4000	0				true	59	ADX	24000	1	28275	true	
C_00_061	61		0	642			0	POLYPHONIC					360	360	50	4000	0				true	60	ADX	24000	1	15421	true	
C_00_062	62		0	326			0	POLYPHONIC					360	360	50	4000	0				true	61	ADX	24000	1	7839	true	
C_00_063	63		0	664			0	POLYPHONIC					360	360	50	4000	0				true	62	ADX	24000	1	15952	true	
C_00_064	64		0	213			0	POLYPHONIC					360	360	50	4000	0				true	63	ADX	24000	1	5118	true	
C_00_065	65		0	714			0	POLYPHONIC					360	360	50	4000	0				true	64	ADX	24000	1	17136	true	
C_00_066	66		0	974			0	POLYPHONIC					360	360	50	4000	0				true	65	ADX	24000	1	23376	true	
C_00_067	67		0	679			0	POLYPHONIC					360	360	50	4000	0				true	66	ADX	24000	1	16316	true	
C_00_068	68		0	1180			0	POLYPHONIC					360	360	50	4000	0				true	67	ADX	24000	1	28343	true	
C_00_069	69		0	1135			0	POLYPHONIC					360	360	50	4000	0				true	68	ADX	24000	1	27249	true	
C_00_070	70		0	1167			0	POLYPHONIC					360	360	50	4000	0				true	69	ADX	24000	1	28010	true	
C_00_071	71		0	1087			0	POLYPHONIC					360	360	50	4000	0				true	70	ADX	24000	1	26109	true	
C_00_072	72		0	796			0	POLYPHONIC					360	360	50	4000	0				true	71	ADX	24000	1	19117	true	
C_00_073	73		0	985			0	POLYPHONIC					360	360	50	4000	0				true	72	ADX	24000	1	23663	true	
C_00_074	74		0	969			0	POLYPHONIC					360	360	50	4000	0				true	73	ADX	24000	1	23260	true	
C_00_075	75		0	839			0	POLYPHONIC					360	360	50	4000	0				true	74	ADX	24000	1	20142	true	
C_00_076	76		0	917			0	POLYPHONIC					360	360	50	4000	0				true	75	ADX	24000	1	22031	true	
C_00_077	77		0	1178			0	POLYPHONIC					360	360	50	4000	0				true	76	ADX	24000	1	28288	true	
C_00_078	78		0	883			0	POLYPHONIC					360	360	50	4000	0				true	77	ADX	24000	1	21203	true	
C_00_079	79		0	1512			0	POLYPHONIC					360	360	50	4000	0				true	78	ADX	24000	1	36300	true	
C_00_080	80		0	429			0	POLYPHONIC					360	360	50	4000	0				true	79	ADX	24000	1	10314	true	
C_00_081	81		0	885			0	POLYPHONIC					360	360	50	4000	0				true	80	ADX	24000	1	21246	true	
C_00_082	82		0	1004			0	POLYPHONIC					360	360	50	4000	0				true	81	ADX	24000	1	24117	true	
C_00_083	83		0	602			0	POLYPHONIC					360	360	50	4000	0				true	82	ADX	24000	1	14463	true	
C_00_084	84		0	781			0	POLYPHONIC					360	360	50	4000	0				true	83	ADX	24000	1	18754	true	
C_00_085	85		0	790			0	POLYPHONIC					360	360	50	4000	0				true	84	ADX	24000	1	18977	true	
C_00_086	86		0	830			0	POLYPHONIC					360	360	50	4000	0				true	85	ADX	24000	1	19927	true	
C_00_087	87		0	859			0	POLYPHONIC					360	360	50	4000	0				true	86	ADX	24000	1	20621	true	
C_00_088	88		0	380			0	POLYPHONIC					360	360	50	4000	0				true	87	ADX	24000	1	9130	true	
C_00_089	89		0	698			0	POLYPHONIC					360	360	50	4000	0				true	88	ADX	24000	1	16754	true	
C_00_090	90		0	788			0	POLYPHONIC					360	360	50	4000	0				true	89	ADX	24000	1	18923	true	
C_00_091	91		0	630			0	POLYPHONIC					360	360	50	4000	0				true	90	ADX	24000	1	15128	true	
C_00_092	92		0	549			0	POLYPHONIC					360	360	50	4000	0				true	91	ADX	24000	1	13180	true	
C_00_093	93		0	563			0	POLYPHONIC					360	360	50	4000	0				true	92	ADX	24000	1	13536	true	
C_00_094	94		0	586			0	POLYPHONIC					360	360	50	4000	0				true	93	ADX	24000	1	14078	true	
C_00_095	95		0	868			0	POLYPHONIC					360	360	50	4000	0				true	94	ADX	24000	1	20833	true	
C_00_096	96		0	995			0	POLYPHONIC					360	360	50	4000	0				true	95	ADX	24000	1	23882	true	
C_00_097	97		0	326			0	POLYPHONIC					360	360	50	4000	0				true	96	ADX	24000	1	7834	true	
